idade,data,estado,salario,nivel_educacao,numero_filhos,estado_civil,area_atuacao
45,1978-11-14,Espírito Santo,16967.46,Graduação,0,Divorciado(a),Saúde
39,1984-09-25,Paraná,15923.27,Doutorado,1,Viúvo(a),Saúde
32,1992-03-13,Rio Grande do Norte,14903.66,Ensino Fundamental,4,Solteiro(a),Direito
50,1974-01-29,Goiás,13856.34,Mestrado,0,Viúvo(a),Direito
51,1973-06-25,Amazonas,9549.73,Ensino Médio,4,Viúvo(a),Saúde
59,1965-01-03,Rio Grande do Sul,6304.47,Graduação,2,Solteiro(a),Tecnologia
50,1974-06-04,Distrito Federal,14656.82,Pós-graduação,3,Casado(a),Direito
60,1963-09-01,Paraná,7946.2,Mestrado,4,Viúvo(a),Marketing
40,1984-03-17,Piauí,19612.84,Ensino Médio,0,Casado(a),Finanças
45,1978-12-16,Bahia,6633.68,Ensino Médio,3,Solteiro(a),Direito
23,2001-02-17,Alagoas,11552.01,Ensino Fundamental,2,Viúvo(a),Saúde
53,1971-02-20,Santa Catarina,12427.53,Pós-graduação,2,Viúvo(a),Engenharia
22,2002-03-25,Espírito Santo,17428.38,Pós-graduação,2,Casado(a),Educação
27,1997-03-08,Pará,5011.04,Pós-graduação,1,Divorciado(a),Finanças
28,1996-05-08,Bahia,17862.01,Ensino Fundamental,2,Solteiro(a),Engenharia
41,1982-12-20,Mato Grosso do Sul,12756.17,Pós-graduação,5,Viúvo(a),Educação
31,1993-05-31,Amazonas,11242.21,Pós-graduação,2,Solteiro(a),Educação
48,1976-07-16,Santa Catarina,16169.32,Mestrado,3,Viúvo(a),Direito
25,1998-12-25,Ceará,15679.72,Doutorado,0,Casado(a),Engenharia
60,1963-12-19,Amapá,18659.57,Pós-graduação,2,Casado(a),Tecnologia
24,2000-04-28,Paraná,19416.64,Pós-graduação,0,Casado(a),Direito
37,1987-08-17,Mato Grosso do Sul,17876.09,Mestrado,2,Casado(a),Educação
34,1989-09-28,Sergipe,17660.67,Graduação,0,Casado(a),Educação
37,1987-03-01,Pará,6513.48,Mestrado,3,Solteiro(a),Educação
36,1987-11-28,Pará,3174.68,Ensino Fundamental,5,Casado(a),Tecnologia
27,1997-01-13,São Paulo,2222.93,Pós-graduação,1,Divorciado(a),Engenharia
54,1969-08-29,Sergipe,18113.13,Graduação,4,Divorciado(a),Saúde
45,1978-11-26,Espírito Santo,14926.09,Doutorado,5,Divorciado(a),Finanças
45,1979-04-01,São Paulo,11986.88,Ensino Fundamental,1,Solteiro(a),Direito
59,1965-01-04,Santa Catarina,7652.33,Ensino Médio,1,Solteiro(a),Educação
28,1996-08-04,Sergipe,13301.34,Ensino Médio,5,Viúvo(a),Educação
38,1985-09-12,Rondônia,3131.95,Ensino Fundamental,0,Solteiro(a),Educação
19,2005-02-23,Rondônia,11121.99,Pós-graduação,5,Casado(a),Tecnologia
47,1976-11-14,Pernambuco,12032.39,Mestrado,2,Solteiro(a),Educação
46,1978-07-14,Espírito Santo,17907.37,Graduação,3,Divorciado(a),Educação
50,1973-10-27,Santa Catarina,4941.61,Ensino Fundamental,3,Casado(a),Saúde
33,1991-03-31,Amazonas,18733.03,Graduação,2,Viúvo(a),Saúde
57,1966-12-26,Rio de Janeiro,5797.8,Ensino Fundamental,0,Casado(a),Finanças
54,1969-11-20,Paraná,10728.03,Graduação,3,Solteiro(a),Saúde
36,1988-08-04,Mato Grosso,8051.92,Ensino Médio,4,Solteiro(a),Tecnologia
38,1986-07-26,Rondônia,14202.46,Mestrado,0,Casado(a),Finanças
46,1978-07-19,Acre,9339.11,Mestrado,5,Divorciado(a),Engenharia
40,1984-08-01,Amazonas,19318.42,Doutorado,4,Solteiro(a),Saúde
43,1980-11-06,Mato Grosso,9936.23,Doutorado,0,Viúvo(a),Finanças
52,1972-05-29,Goiás,19106.68,Doutorado,3,Viúvo(a),Marketing
51,1972-10-19,Piauí,17831.37,Mestrado,5,Casado(a),Tecnologia
54,1969-09-21,Rio Grande do Norte,14808.82,Pós-graduação,3,Casado(a),Marketing
55,1969-04-24,Mato Grosso do Sul,9672.34,Ensino Médio,1,Viúvo(a),Tecnologia
28,1996-03-24,Rondônia,6815.94,Pós-graduação,4,Casado(a),Engenharia
43,1980-10-29,Paraíba,7383.84,Ensino Fundamental,2,Viúvo(a),Tecnologia
49,1975-02-13,Espírito Santo,12392.39,Graduação,1,Solteiro(a),Direito
24,2000-06-05,Rio de Janeiro,13433.54,Pós-graduação,3,Solteiro(a),Engenharia
21,2002-11-30,Rio de Janeiro,15800.0,Ensino Fundamental,4,Casado(a),Engenharia
58,1966-04-03,Roraima,7517.87,Graduação,4,Viúvo(a),Tecnologia
47,1976-10-26,Pernambuco,7145.74,Ensino Médio,0,Solteiro(a),Marketing
54,1970-06-13,Paraíba,16552.2,Doutorado,2,Divorciado(a),Marketing
43,1980-11-09,Bahia,18408.49,Graduação,4,Casado(a),Finanças
41,1982-12-05,Paraná,7434.16,Graduação,1,Divorciado(a),Engenharia
30,1994-06-02,Acre,7506.9,Ensino Médio,0,Solteiro(a),Direito
31,1992-09-25,Espírito Santo,3321.5,Mestrado,3,Viúvo(a),Educação
20,2004-01-12,Alagoas,11205.36,Ensino Médio,4,Viúvo(a),Saúde
43,1980-10-14,Bahia,5891.57,Ensino Fundamental,4,Divorciado(a),Saúde
26,1997-08-28,Mato Grosso,5356.38,Graduação,1,Casado(a),Engenharia
28,1996-05-14,Mato Grosso,4254.37,Doutorado,0,Casado(a),Tecnologia
24,2000-04-22,Pernambuco,9275.32,Doutorado,2,Casado(a),Educação
40,1983-09-22,Minas Gerais,5854.91,Graduação,1,Casado(a),Direito
46,1978-05-25,Tocantins,19293.33,Doutorado,4,Solteiro(a),Engenharia
19,2004-10-23,Pará,5839.74,Graduação,5,Solteiro(a),Finanças
27,1997-04-21,Rio Grande do Sul,5049.25,Pós-graduação,4,Casado(a),Marketing
49,1974-11-05,Alagoas,12304.41,Ensino Fundamental,0,Casado(a),Direito
33,1990-11-24,Pará,8858.11,Mestrado,3,Divorciado(a),Educação
23,2001-06-19,Pará,9859.91,Ensino Fundamental,2,Casado(a),Educação
32,1992-06-01,Rondônia,9856.94,Mestrado,0,Divorciado(a),Saúde
46,1977-11-07,São Paulo,4432.88,Ensino Fundamental,4,Casado(a),Educação
55,1969-05-02,Paraná,3205.12,Doutorado,5,Casado(a),Educação
37,1987-03-26,Mato Grosso do Sul,9045.3,Graduação,1,Casado(a),Direito
51,1973-05-03,Santa Catarina,17164.04,Ensino Fundamental,3,Divorciado(a),Engenharia
23,2001-01-15,Rio Grande do Sul,3482.8,Ensino Médio,1,Viúvo(a),Direito
34,1989-12-14,Ceará,17363.37,Ensino Médio,5,Casado(a),Finanças
59,1964-11-29,Santa Catarina,19080.75,Ensino Fundamental,0,Solteiro(a),Tecnologia
37,1986-12-18,Ceará,12386.27,Mestrado,3,Solteiro(a),Finanças
55,1968-10-08,Goiás,18108.61,Ensino Médio,1,Viúvo(a),Finanças
34,1990-05-14,Paraná,3777.81,Mestrado,5,Casado(a),Marketing
27,1997-02-28,Espírito Santo,15194.87,Mestrado,3,Divorciado(a),Tecnologia
60,1964-06-01,Roraima,9382.61,Pós-graduação,1,Viúvo(a),Direito
52,1971-11-18,Santa Catarina,16217.25,Graduação,5,Divorciado(a),Tecnologia
46,1978-01-11,Amapá,6750.16,Graduação,1,Solteiro(a),Finanças
54,1970-01-26,Acre,15565.49,Graduação,0,Viúvo(a),Saúde
41,1982-11-15,Rio de Janeiro,2046.36,Doutorado,5,Divorciado(a),Tecnologia
49,1975-05-06,Roraima,6653.23,Ensino Fundamental,4,Casado(a),Marketing
50,1974-03-21,Mato Grosso,11430.55,Doutorado,0,Solteiro(a),Tecnologia
58,1965-11-03,Goiás,13029.51,Pós-graduação,0,Viúvo(a),Educação
49,1975-06-07,Alagoas,7039.55,Graduação,3,Viúvo(a),Tecnologia
48,1976-01-16,Distrito Federal,18795.32,Doutorado,2,Solteiro(a),Tecnologia
55,1969-08-20,Paraíba,11056.6,Doutorado,5,Divorciado(a),Finanças
46,1978-05-29,Rio de Janeiro,9789.9,Mestrado,1,Viúvo(a),Educação
42,1981-09-08,Rio Grande do Norte,18986.29,Graduação,1,Divorciado(a),Marketing
34,1990-06-08,Maranhão,11580.01,Pós-graduação,4,Casado(a),Engenharia
22,2002-04-06,Pernambuco,9737.22,Ensino Fundamental,3,Casado(a),Finanças
28,1995-09-02,Acre,14143.26,Ensino Fundamental,5,Divorciado(a),Saúde
49,1975-01-10,Ceará,13562.31,Ensino Fundamental,3,Casado(a),Finanças
44,1979-08-29,Maranhão,18520.39,Ensino Médio,4,Casado(a),Finanças
53,1971-06-05,São Paulo,9471.67,Ensino Fundamental,0,Viúvo(a),Saúde
53,1971-02-13,Amazonas,12721.32,Ensino Médio,2,Solteiro(a),Marketing
36,1988-03-21,Rio Grande do Sul,10864.0,Mestrado,3,Casado(a),Direito
39,1985-06-27,Mato Grosso do Sul,16394.19,Pós-graduação,3,Solteiro(a),Finanças
24,2000-07-31,Paraíba,13414.31,Ensino Médio,1,Casado(a),Saúde
32,1992-03-31,Amapá,8524.41,Doutorado,1,Viúvo(a),Direito
48,1975-10-12,Alagoas,17598.79,Mestrado,4,Casado(a),Tecnologia
24,2000-07-27,Paraíba,17107.14,Pós-graduação,0,Solteiro(a),Direito
48,1976-01-15,Minas Gerais,10849.56,Doutorado,4,Casado(a),Educação
32,1992-06-15,Mato Grosso do Sul,11543.92,Ensino Médio,4,Viúvo(a),Tecnologia
22,2001-10-15,Espírito Santo,14318.44,Graduação,2,Casado(a),Saúde
26,1998-08-12,Alagoas,13031.51,Doutorado,3,Viúvo(a),Saúde
37,1986-10-30,Tocantins,16354.19,Pós-graduação,1,Divorciado(a),Tecnologia
51,1973-02-13,São Paulo,18611.15,Pós-graduação,1,Casado(a),Saúde
54,1970-02-17,Acre,10287.77,Ensino Fundamental,5,Divorciado(a),Saúde
41,1982-12-15,Roraima,7817.28,Doutorado,4,Casado(a),Marketing
36,1988-05-09,Piauí,2207.45,Doutorado,3,Viúvo(a),Finanças
18,2006-07-20,Rio Grande do Norte,5258.31,Doutorado,3,Viúvo(a),Saúde
45,1978-11-02,Mato Grosso,9547.17,Ensino Fundamental,1,Divorciado(a),Marketing
28,1996-03-03,Tocantins,17825.87,Graduação,2,Casado(a),Tecnologia
53,1971-04-23,Tocantins,13726.85,Ensino Fundamental,2,Viúvo(a),Finanças
23,2000-12-20,Mato Grosso do Sul,18690.78,Ensino Médio,0,Viúvo(a),Engenharia
49,1974-12-30,Roraima,2185.03,Ensino Médio,0,Casado(a),Finanças
29,1995-02-01,Roraima,12311.79,Ensino Médio,2,Casado(a),Marketing
43,1980-11-28,São Paulo,12951.15,Pós-graduação,0,Solteiro(a),Educação
48,1976-05-26,Alagoas,5678.13,Graduação,2,Viúvo(a),Tecnologia
22,2001-09-20,Amapá,5908.77,Pós-graduação,3,Divorciado(a),Direito
46,1978-02-21,Rio Grande do Norte,7374.9,Ensino Fundamental,4,Casado(a),Saúde
33,1991-01-13,Paraná,14262.38,Ensino Fundamental,5,Solteiro(a),Finanças
38,1986-04-02,São Paulo,6972.97,Ensino Médio,2,Casado(a),Educação
46,1977-08-24,Sergipe,12858.6,Pós-graduação,2,Divorciado(a),Educação
55,1969-02-04,São Paulo,12811.74,Mestrado,2,Solteiro(a),Finanças
54,1970-06-03,Pará,13155.77,Ensino Fundamental,3,Viúvo(a),Educação
47,1977-03-16,Santa Catarina,18535.74,Ensino Fundamental,4,Casado(a),Marketing
23,2001-08-12,Rondônia,16079.79,Doutorado,2,Solteiro(a),Marketing
43,1981-03-29,Alagoas,6081.06,Mestrado,2,Divorciado(a),Engenharia
22,2001-10-20,Rio Grande do Norte,10022.25,Graduação,5,Solteiro(a),Educação
30,1994-08-11,Rio Grande do Sul,2579.33,Pós-graduação,2,Casado(a),Tecnologia
55,1969-03-07,Rondônia,16917.79,Graduação,1,Casado(a),Tecnologia
59,1965-02-14,Mato Grosso,12709.75,Mestrado,3,Solteiro(a),Saúde
50,1973-10-17,Pará,3587.47,Mestrado,2,Casado(a),Educação
19,2005-02-17,São Paulo,18340.89,Doutorado,0,Casado(a),Engenharia
48,1976-08-19,Sergipe,4453.1,Ensino Médio,4,Viúvo(a),Direito
60,1964-04-11,Rondônia,12761.9,Ensino Médio,2,Solteiro(a),Saúde
37,1987-04-27,Maranhão,10268.21,Ensino Fundamental,1,Viúvo(a),Direito
51,1973-05-12,Piauí,9159.04,Pós-graduação,3,Solteiro(a),Educação
28,1995-10-02,Espírito Santo,2985.76,Graduação,5,Viúvo(a),Finanças
56,1968-07-04,Amazonas,2172.01,Pós-graduação,5,Solteiro(a),Direito
50,1973-10-31,Acre,2512.97,Ensino Médio,3,Viúvo(a),Educação
50,1974-02-27,Espírito Santo,11080.97,Mestrado,4,Viúvo(a),Engenharia
38,1985-10-18,Bahia,9939.23,Mestrado,0,Solteiro(a),Marketing
42,1982-08-06,Amazonas,15618.9,Mestrado,0,Viúvo(a),Finanças
56,1968-06-11,Maranhão,10580.71,Mestrado,1,Casado(a),Finanças
22,2002-02-23,Ceará,14403.78,Doutorado,3,Solteiro(a),Saúde
38,1986-04-13,Mato Grosso do Sul,13090.88,Ensino Médio,5,Casado(a),Finanças
58,1965-12-11,Santa Catarina,2720.94,Graduação,3,Casado(a),Direito
38,1985-11-11,Tocantins,4261.91,Ensino Fundamental,4,Divorciado(a),Finanças
34,1990-01-06,Amazonas,2848.59,Ensino Médio,4,Viúvo(a),Tecnologia
39,1984-12-03,Amazonas,5999.0,Mestrado,0,Casado(a),Engenharia
21,2003-06-18,Mato Grosso,17202.87,Ensino Fundamental,1,Solteiro(a),Engenharia
47,1977-06-01,Santa Catarina,17514.02,Pós-graduação,2,Solteiro(a),Marketing
43,1981-06-13,Espírito Santo,11412.98,Ensino Médio,0,Casado(a),Engenharia
42,1981-11-11,Pernambuco,18747.17,Ensino Fundamental,3,Viúvo(a),Finanças
41,1982-09-20,Paraná,14486.89,Ensino Médio,0,Divorciado(a),Engenharia
35,1989-08-01,Mato Grosso do Sul,19584.61,Ensino Médio,2,Viúvo(a),Direito
27,1997-03-30,Paraíba,17036.37,Ensino Fundamental,2,Solteiro(a),Educação
47,1977-04-15,Bahia,3729.53,Doutorado,3,Casado(a),Marketing
24,2000-03-31,Distrito Federal,10912.75,Ensino Fundamental,2,Casado(a),Direito
20,2003-11-10,Sergipe,14717.16,Doutorado,2,Viúvo(a),Tecnologia
50,1973-10-17,Alagoas,6383.41,Graduação,3,Divorciado(a),Educação
29,1995-02-28,Ceará,13715.17,Ensino Fundamental,2,Viúvo(a),Finanças
51,1973-06-13,Sergipe,11583.3,Pós-graduação,2,Solteiro(a),Direito
32,1992-01-22,Tocantins,19258.82,Graduação,2,Solteiro(a),Finanças
30,1993-12-26,Espírito Santo,16893.57,Pós-graduação,0,Casado(a),Marketing
35,1989-02-27,Sergipe,5140.86,Ensino Médio,0,Viúvo(a),Educação
32,1991-10-19,Espírito Santo,12461.83,Mestrado,2,Divorciado(a),Tecnologia
25,1999-03-04,Santa Catarina,8080.05,Doutorado,5,Casado(a),Finanças
41,1983-04-29,São Paulo,5265.56,Ensino Médio,2,Viúvo(a),Finanças
50,1973-10-22,Sergipe,15205.68,Ensino Médio,4,Solteiro(a),Direito
51,1972-12-12,Rio Grande do Sul,13512.3,Mestrado,1,Casado(a),Educação
52,1971-12-17,Espírito Santo,18155.35,Ensino Fundamental,4,Casado(a),Direito
30,1994-08-18,Santa Catarina,14090.61,Ensino Fundamental,4,Casado(a),Marketing
51,1972-10-23,Paraná,17142.14,Pós-graduação,1,Solteiro(a),Educação
43,1980-12-27,Paraná,8705.4,Graduação,2,Casado(a),Finanças
48,1976-01-20,Rio Grande do Sul,18753.81,Ensino Fundamental,4,Divorciado(a),Tecnologia
23,2000-10-04,Rio de Janeiro,15470.28,Doutorado,2,Solteiro(a),Saúde
60,1964-02-29,São Paulo,14574.76,Pós-graduação,1,Divorciado(a),Direito
48,1976-01-20,Ceará,3488.5,Ensino Fundamental,4,Viúvo(a),Saúde
41,1983-07-13,Rio Grande do Norte,12589.06,Pós-graduação,1,Viúvo(a),Tecnologia
53,1970-12-21,Rio de Janeiro,14328.99,Ensino Médio,5,Casado(a),Educação
55,1969-05-24,Rio de Janeiro,13996.51,Pós-graduação,2,Casado(a),Finanças
31,1993-06-22,Amazonas,6994.48,Pós-graduação,3,Divorciado(a),Tecnologia
59,1964-11-30,Rio Grande do Norte,8869.71,Doutorado,3,Viúvo(a),Educação
56,1968-03-06,São Paulo,9163.82,Pós-graduação,0,Divorciado(a),Engenharia
23,2001-08-06,Paraná,7636.63,Ensino Fundamental,1,Divorciado(a),Marketing
21,2002-12-08,Paraná,14257.14,Mestrado,4,Divorciado(a),Tecnologia
59,1964-11-03,Acre,4053.31,Mestrado,4,Viúvo(a),Marketing
26,1998-06-05,Maranhão,12177.21,Ensino Médio,5,Viúvo(a),Engenharia
22,2002-01-01,Bahia,19651.82,Graduação,3,Casado(a),Marketing
59,1965-05-12,Maranhão,8279.3,Doutorado,1,Viúvo(a),Finanças
29,1995-05-12,Minas Gerais,19859.48,Ensino Fundamental,4,Viúvo(a),Saúde
38,1985-11-11,Maranhão,6333.51,Ensino Fundamental,2,Divorciado(a),Finanças
42,1981-09-28,Rio Grande do Norte,13162.58,Graduação,2,Divorciado(a),Saúde
32,1992-08-08,Tocantins,14337.84,Doutorado,4,Viúvo(a),Engenharia
52,1971-12-26,Distrito Federal,10670.67,Pós-graduação,0,Divorciado(a),Tecnologia
33,1991-07-22,Rio Grande do Sul,13752.27,Ensino Médio,1,Viúvo(a),Saúde
20,2003-12-15,Pará,10612.54,Ensino Médio,2,Solteiro(a),Engenharia
27,1997-04-20,Distrito Federal,12110.49,Graduação,1,Casado(a),Engenharia
43,1980-12-20,Rio de Janeiro,13448.43,Ensino Médio,3,Viúvo(a),Direito
25,1999-03-30,Mato Grosso,13043.08,Ensino Médio,1,Solteiro(a),Tecnologia
28,1996-02-17,Paraná,9720.72,Graduação,3,Solteiro(a),Finanças
54,1970-04-03,Maranhão,8871.07,Graduação,4,Casado(a),Marketing
55,1968-11-09,Paraíba,18656.89,Graduação,2,Casado(a),Engenharia
41,1983-02-23,Sergipe,14443.62,Ensino Médio,0,Casado(a),Tecnologia
23,2001-03-06,Roraima,13874.41,Ensino Médio,1,Divorciado(a),Marketing
21,2003-06-14,Goiás,18828.46,Mestrado,5,Viúvo(a),Saúde
41,1982-12-20,Ceará,7257.53,Pós-graduação,2,Viúvo(a),Saúde
22,2002-07-27,Santa Catarina,11636.45,Doutorado,0,Solteiro(a),Finanças
41,1983-03-09,Goiás,5399.08,Mestrado,2,Casado(a),Finanças
33,1990-11-28,Mato Grosso,8752.03,Graduação,5,Divorciado(a),Direito
47,1977-08-14,Pernambuco,7719.55,Ensino Fundamental,0,Casado(a),Marketing
27,1997-07-20,Ceará,8657.42,Doutorado,0,Viúvo(a),Educação
46,1977-10-02,Acre,18208.14,Graduação,2,Casado(a),Saúde
46,1978-07-29,Goiás,5362.84,Graduação,0,Viúvo(a),Finanças
38,1986-07-08,Roraima,6958.31,Ensino Fundamental,0,Divorciado(a),Tecnologia
38,1986-08-19,Rondônia,14547.39,Mestrado,3,Casado(a),Finanças
25,1999-08-08,Distrito Federal,11864.69,Ensino Médio,3,Viúvo(a),Educação
41,1983-03-25,Rio Grande do Sul,4510.25,Doutorado,3,Viúvo(a),Saúde
24,1999-09-11,Rio de Janeiro,17266.8,Doutorado,4,Divorciado(a),Saúde
20,2004-01-22,Acre,9899.57,Mestrado,1,Divorciado(a),Educação
54,1969-09-07,Rio de Janeiro,9431.72,Ensino Fundamental,1,Solteiro(a),Direito
28,1996-07-12,Amapá,7394.56,Pós-graduação,1,Solteiro(a),Tecnologia
19,2004-09-27,Pernambuco,19770.59,Doutorado,5,Solteiro(a),Engenharia
28,1995-12-15,Amazonas,15789.72,Mestrado,1,Casado(a),Finanças
27,1997-02-12,Goiás,8195.34,Mestrado,3,Viúvo(a),Finanças
47,1977-08-13,Amazonas,13030.1,Ensino Médio,1,Viúvo(a),Finanças
59,1964-10-21,Amazonas,15314.5,Mestrado,0,Casado(a),Marketing
18,2005-09-28,Goiás,12198.49,Doutorado,4,Viúvo(a),Finanças
28,1995-09-18,Minas Gerais,2523.19,Pós-graduação,2,Casado(a),Tecnologia
59,1965-01-18,Mato Grosso do Sul,11447.22,Mestrado,2,Divorciado(a),Saúde
27,1997-07-09,Bahia,7899.45,Doutorado,1,Viúvo(a),Finanças
19,2005-08-15,Mato Grosso do Sul,13573.83,Mestrado,4,Solteiro(a),Engenharia
32,1992-04-30,Minas Gerais,8643.43,Graduação,5,Solteiro(a),Engenharia
53,1971-05-05,Amapá,2872.11,Graduação,4,Casado(a),Marketing
55,1968-08-27,Ceará,11512.56,Graduação,5,Viúvo(a),Engenharia
26,1997-11-22,Distrito Federal,18793.52,Graduação,1,Divorciado(a),Direito
30,1994-04-07,Rio de Janeiro,4869.72,Mestrado,4,Divorciado(a),Educação
21,2003-07-05,Paraná,18789.98,Doutorado,2,Divorciado(a),Finanças
53,1971-01-12,Mato Grosso,12959.63,Doutorado,1,Solteiro(a),Finanças
33,1991-07-23,Tocantins,5477.38,Mestrado,3,Casado(a),Engenharia
43,1981-04-14,Espírito Santo,13270.08,Graduação,4,Solteiro(a),Marketing
59,1965-06-13,Santa Catarina,13983.5,Doutorado,1,Divorciado(a),Educação
42,1982-02-24,Distrito Federal,14844.47,Mestrado,1,Divorciado(a),Engenharia
57,1966-08-29,Minas Gerais,9987.13,Pós-graduação,4,Solteiro(a),Finanças
46,1978-02-07,Rondônia,10450.43,Ensino Fundamental,1,Viúvo(a),Direito
31,1992-11-28,São Paulo,17734.9,Ensino Fundamental,3,Casado(a),Direito
24,2000-01-22,Amapá,7772.85,Graduação,3,Divorciado(a),Tecnologia
40,1983-11-30,Goiás,4268.77,Pós-graduação,4,Casado(a),Direito
44,1979-09-17,Bahia,13167.95,Ensino Médio,3,Solteiro(a),Engenharia
55,1969-01-28,Goiás,3662.89,Ensino Fundamental,5,Viúvo(a),Finanças
20,2003-10-01,Mato Grosso do Sul,14492.39,Graduação,4,Divorciado(a),Marketing
40,1984-07-21,Mato Grosso,14814.14,Ensino Fundamental,5,Casado(a),Marketing
21,2003-07-26,Sergipe,15778.54,Pós-graduação,0,Solteiro(a),Tecnologia
23,2001-03-09,Pará,3593.55,Ensino Médio,0,Divorciado(a),Tecnologia
52,1971-12-13,Maranhão,14397.38,Pós-graduação,1,Solteiro(a),Saúde
57,1967-07-03,Paraíba,10765.38,Doutorado,1,Viúvo(a),Tecnologia
55,1969-05-24,Piauí,10405.58,Ensino Médio,5,Solteiro(a),Direito
25,1999-04-30,Rio Grande do Sul,6379.52,Ensino Fundamental,2,Casado(a),Finanças
50,1974-06-08,Paraíba,4022.64,Ensino Fundamental,5,Casado(a),Educação
33,1991-03-05,Ceará,8179.63,Pós-graduação,0,Solteiro(a),Engenharia
26,1998-04-18,Roraima,2238.85,Ensino Fundamental,5,Viúvo(a),Tecnologia
39,1985-03-25,Rio Grande do Norte,4753.05,Graduação,4,Casado(a),Educação
19,2004-09-03,Minas Gerais,2042.25,Doutorado,4,Casado(a),Marketing
33,1991-08-12,Rondônia,9927.85,Doutorado,4,Viúvo(a),Direito
50,1974-01-30,Rio Grande do Norte,19123.96,Ensino Médio,3,Solteiro(a),Tecnologia
48,1976-05-10,Maranhão,6849.71,Ensino Fundamental,1,Solteiro(a),Educação
32,1991-08-24,Rio de Janeiro,5536.98,Doutorado,1,Viúvo(a),Educação
59,1964-12-25,Distrito Federal,4549.96,Pós-graduação,3,Divorciado(a),Direito
32,1992-06-16,Mato Grosso do Sul,10012.65,Mestrado,4,Solteiro(a),Saúde
58,1965-09-24,Santa Catarina,4056.93,Pós-graduação,4,Solteiro(a),Educação
33,1991-06-13,Pernambuco,15844.25,Pós-graduação,1,Solteiro(a),Educação
56,1967-12-17,Ceará,17731.55,Pós-graduação,0,Divorciado(a),Marketing
54,1969-12-26,São Paulo,5561.7,Doutorado,2,Casado(a),Finanças
21,2002-11-30,Santa Catarina,5770.98,Graduação,5,Solteiro(a),Direito
27,1997-04-21,Santa Catarina,2741.7,Graduação,1,Divorciado(a),Educação
53,1971-05-14,Amapá,4513.01,Graduação,4,Viúvo(a),Engenharia
52,1971-09-22,Rio de Janeiro,11718.86,Ensino Médio,1,Casado(a),Marketing
57,1966-12-25,Bahia,10456.08,Ensino Médio,1,Casado(a),Marketing
35,1989-03-06,Distrito Federal,16806.74,Pós-graduação,2,Divorciado(a),Direito
49,1975-07-14,Pará,15376.24,Ensino Fundamental,3,Viúvo(a),Finanças
35,1989-04-03,Mato Grosso do Sul,6667.9,Graduação,2,Solteiro(a),Educação
44,1979-10-28,Santa Catarina,11809.89,Doutorado,2,Viúvo(a),Direito
46,1977-12-18,Minas Gerais,9236.55,Ensino Fundamental,0,Divorciado(a),Educação
22,2001-10-12,Mato Grosso,19189.13,Mestrado,1,Casado(a),Direito
52,1971-08-25,Amazonas,17479.65,Mestrado,2,Viúvo(a),Engenharia
52,1972-02-24,Distrito Federal,2587.31,Ensino Fundamental,3,Solteiro(a),Finanças
52,1972-03-05,Roraima,19967.75,Ensino Médio,4,Solteiro(a),Finanças
58,1966-01-15,Minas Gerais,8691.56,Ensino Fundamental,2,Divorciado(a),Engenharia
23,2001-07-18,Minas Gerais,5470.35,Pós-graduação,3,Solteiro(a),Finanças
33,1991-01-26,Rio Grande do Norte,17990.55,Ensino Fundamental,2,Casado(a),Educação
47,1976-12-20,Amazonas,14561.33,Ensino Fundamental,5,Casado(a),Finanças
46,1977-11-08,Paraíba,11030.77,Ensino Médio,1,Solteiro(a),Direito
46,1978-05-03,Rio Grande do Sul,9865.75,Doutorado,1,Casado(a),Educação
22,2001-11-15,Paraná,13527.54,Ensino Médio,5,Viúvo(a),Saúde
46,1978-06-27,Roraima,17035.3,Ensino Médio,5,Divorciado(a),Finanças
58,1966-02-19,Amapá,15845.75,Ensino Fundamental,2,Solteiro(a),Tecnologia
54,1970-06-16,Rio Grande do Norte,3070.11,Graduação,0,Solteiro(a),Saúde
38,1985-09-04,Roraima,16350.33,Doutorado,1,Divorciado(a),Direito
27,1997-06-16,São Paulo,14419.3,Graduação,0,Solteiro(a),Educação
55,1969-05-02,Maranhão,13246.86,Ensino Médio,2,Viúvo(a),Educação
29,1994-12-16,Rio Grande do Sul,10630.75,Doutorado,1,Casado(a),Saúde
36,1988-04-11,Tocantins,14502.01,Pós-graduação,1,Divorciado(a),Marketing
24,1999-12-24,Rio Grande do Norte,2262.59,Mestrado,5,Divorciado(a),Marketing
20,2003-08-23,Alagoas,12190.86,Graduação,3,Divorciado(a),Educação
30,1994-02-18,Mato Grosso,12698.24,Doutorado,1,Solteiro(a),Tecnologia
22,2001-10-04,Bahia,16108.0,Pós-graduação,5,Viúvo(a),Finanças
47,1976-12-12,Minas Gerais,10918.22,Graduação,3,Casado(a),Tecnologia
39,1984-09-21,Sergipe,10207.87,Doutorado,4,Divorciado(a),Engenharia
34,1989-12-21,Piauí,11623.92,Doutorado,5,Casado(a),Direito
50,1974-03-28,Bahia,6634.44,Graduação,5,Solteiro(a),Direito
18,2006-05-24,Maranhão,9094.92,Graduação,4,Solteiro(a),Marketing
44,1979-12-31,Acre,9531.31,Ensino Médio,0,Solteiro(a),Marketing
20,2003-09-29,Pará,5471.53,Ensino Fundamental,0,Casado(a),Educação
39,1985-01-02,Santa Catarina,10880.28,Pós-graduação,3,Divorciado(a),Engenharia
27,1997-08-14,Mato Grosso do Sul,19301.99,Graduação,1,Viúvo(a),Engenharia
